,COUNTRY,YEAR,AVG,FAVG,MAVG,GBIRTHRT,GDEATHRT,GROW,GDP
280,Germany,2021,83196078.0,42149426.0,41046652.0,9.6,12.3,82093.0,3617450.0
281,Germany,2022,83797985.0,,,8.8,12.7,1121721.0,3876810.0
282,Greece,2001,10862132.0,5506585.0,5355547.0,9.4,9.4,52285.0,152193.8
283,Greece,2002,10902022.0,5514110.0,5387913.0,9.5,9.5,27496.0,163460.8
284,Greece,2003,10928070.0,5527642.0,5400428.0,9.6,9.7,24599.0,178904.9
285,Greece,2004,10955141.0,5542872.0,5412269.0,9.6,9.6,29543.0,193715.8
286,Greece,2005,10987314.0,5561388.0,5425927.0,9.8,9.6,34804.0,199242.3
287,Greece,2006,11020362.0,5582544.0,5437818.0,10.2,9.6,31292.0,217861.6
288,Greece,2007,11048473.0,5603377.0,5445096.0,10.1,9.9,24929.0,232694.6
289,Greece,2008,11077841.0,5625820.0,5452021.0,10.7,9.7,33808.0,241990.4
290,Greece,2009,11107017.0,5648537.0,5458480.0,10.6,9.8,24544.0,237534.2
291,Greece,2010,11121341.0,5664186.0,5457155.0,10.3,9.8,4103.0,224124.0
292,Greece,2011,11104899.0,5666235.0,5438664.0,9.6,10.0,-36986.0,203308.2
293,Greece,2012,11045011.0,5649943.0,5395068.0,9.1,10.6,-82791.0,188380.6
294,Greece,2013,10965211.0,5625466.0,5339745.0,8.6,10.2,-76808.0,179884.4
295,Greece,2014,10892413.0,5601598.0,5290815.0,8.5,10.4,-68789.0,177236.0
296,Greece,2015,10820883.0,5574583.0,5246300.0,8.5,11.2,-74270.0,176368.9
297,Greece,2016,10775971.0,5553227.0,5222744.0,8.6,11.0,-15555.0,174494.2
298,Greece,2017,10754679.0,5539021.0,5215659.0,8.2,11.6,-27028.0,176903.4
299,Greece,2018,10732882.0,5523716.0,5209167.0,8.1,11.2,-16566.0,179557.7
300,Greece,2019,10721582.0,5509692.0,5211891.0,7.8,11.7,-6034.0,183351.2
301,Greece,2020,10698599.0,5492831.0,5205768.0,7.9,12.2,-39933.0,165405.9
302,Greece,2021,10569207.0,5413810.0,5155398.0,8.1,13.6,-218850.0,181674.6
303,Greece,2022,10426919.0,,,7.3,13.4,-65727.0,208030.2
304,Hungary,2001,10187576.0,5343580.0,4843996.0,9.5,13.0,-25445.0,60012.9
305,Hungary,2002,10158608.0,5330890.0,4827718.0,9.5,13.1,-32491.0,71756.1
306,Hungary,2003,10129552.0,5318268.0,4811285.0,9.3,13.4,-25620.0,75427.8
307,Hungary,2004,10107146.0,5308532.0,4798614.0,9.4,13.1,-19193.0,83883.3
308,Hungary,2005,10087065.0,5298218.0,4788847.0,9.7,13.5,-20968.0,91090.4
309,Hungary,2006,10071370.0,5289541.0,4781829.0,9.9,13.1,-10423.0,92126.7
310,Hungary,2007,10055780.0,5281460.0,4774320.0,9.7,13.2,-20757.0,102414.6
311,Hungary,2008,10038188.0,5271882.0,4766306.0,9.9,13.0,-14426.0,108345.4
312,Hungary,2009,10022650.0,5262675.0,4759975.0,9.6,13.0,-16651.0,94605.6
313,Hungary,2010,10000023.0,5249623.0,4750401.0,9.0,13.0,-28602.0,99771.6
314,Hungary,2011,9971727.0,5233914.0,4734284.0,8.8,12.9,-27991.0,102152.0
315,Hungary,2012,9920362.0,5200052.0,4720310.0,9.1,13.0,-23127.0,100247.6
316,Hungary,2013,9893082.0,5183410.0,4709672.0,9.0,12.8,-31433.0,102239.7
317,Hungary,2014,9866468.0,5166883.0,4699585.0,9.5,12.8,-21794.0,106263.8
318,Hungary,2015,9843028.0,5150879.0,4692149.0,9.4,13.4,-25086.0,112791.0
319,Hungary,2016,9814023.0,5132118.0,4681905.0,9.7,13.0,-32924.0,116255.7
320,Hungary,2017,9787966.0,5114520.0,4673447.0,9.7,13.5,-19190.0,127024.7
321,Hungary,2018,9775564.0,5101852.0,4673712.0,9.6,13.4,-5615.0,136055.4
322,Hungary,2019,9771141.0,5092836.0,4678306.0,9.5,13.3,-3230.0,146554.5
323,Hungary,2020,9750149.0,5077857.0,4672292.0,9.6,14.5,-38754.0,137866.0
324,Hungary,2021,9709891.0,5055557.0,4654335.0,9.7,16.1,-41762.0,154120.1
325,Hungary,2022,9643048.0,,,9.3,14.2,-91925.0,170246.8
326,Iceland,2001,284968.0,142308.0,142660.0,14.4,6.1,3214.0,9177.3
327,Iceland,2002,287523.0,143655.0,143869.0,14.1,6.3,1896.0,9911.1
328,Iceland,2003,289521.0,144677.0,144844.0,14.3,6.3,2099.0,10118.1
329,Iceland,2004,292074.0,145788.0,146286.0,14.5,6.2,3007.0,11136.3
330,Iceland,2005,296734.0,147548.0,149186.0,14.4,6.2,6314.0,13568.0
331,Iceland,2006,303782.0,149893.0,153889.0,14.5,6.3,7781.0,13966.7
332,Iceland,2007,311566.0,152830.0,158736.0,14.6,6.2,7787.0,15827.4
333,Iceland,2008,317414.0,155932.0,161482.0,15.2,6.3,3909.0,11052.1
334,Iceland,2009,318499.0,157497.0,161002.0,15.8,6.3,-1738.0,9419.1
335,Iceland,2010,318041.0,158070.0,159971.0,15.4,6.4,822.0,10383.4
336,Iceland,2011,319014.0,158829.0,160185.0,14.1,6.2,1123.0,10934.3
337,Iceland,2012,320716.0,159815.0,160901.0,14.1,6.1,2282.0,11479.9
338,Iceland,2013,323764.0,161386.0,162378.0,13.4,6.7,3814.0,12132.9
339,Iceland,2014,327386.0,163134.0,164252.0,13.4,6.3,3429.0,13472.6
340,Iceland,2015,330815.0,164587.0,166228.0,12.5,6.6,3429.0,15795.3
341,Iceland,2016,335439.0,166288.0,169152.0,12.0,6.9,5820.0,18804.2
342,Iceland,2017,343400.0,169083.0,174317.0,11.9,6.5,10101.0,21917.7
343,Iceland,2018,352721.0,172502.0,180219.0,12.0,6.4,8541.0,22238.3
344,Iceland,2019,360563.0,175674.0,184889.0,12.3,6.3,7143.0,22027.5
345,Iceland,2020,366463.0,178471.0,187992.0,12.3,6.3,4658.0,18880.6
346,Iceland,2021,372520.0,181451.0,191069.0,13.1,6.3,7456.0,21611.1
347,Iceland,2022,382003.0,,,11.5,7.0,11510.0,26479.3
348,Ireland,2001,3866243.0,1944499.0,1921744.0,15.0,7.8,66919.0,122089.2
349,Ireland,2002,3931947.0,1978381.0,1953566.0,15.4,7.5,64489.0,135997.6
350,Ireland,2003,3996521.0,2010327.0,1986195.0,15.4,7.3,64660.0,145576.4
351,Ireland,2004,4070262.0,2044006.0,2026256.0,15.2,7.0,82821.0,156260.3
352,Ireland,2005,4159914.0,2083515.0,2076400.0,14.8,6.8,96484.0,170306.8
353,Ireland,2006,4274137.0,2136018.0,2138120.0,15.3,6.7,131962.0,184916.2
354,Ireland,2007,4398942.0,2199170.0,2199772.0,16.2,6.4,117647.0,197069.4
355,Ireland,2008,4489544.0,2249838.0,2239706.0,16.7,6.3,63557.0,187283.0
356,Ireland,2009,4535375.0,2278559.0,2256816.0,16.7,6.3,28106.0,169519.7
357,Ireland,2010,4560155.0,2294955.0,2265200.0,16.5,6.1,21453.0,167391.4
358,Ireland,2011,4580084.0,2308372.0,2271713.0,16.2,6.2,18406.0,171823.5
359,Ireland,2012,4599533.0,2320803.0,2278731.0,15.6,6.3,20492.0,175218.5
360,Ireland,2013,4623816.0,2334160.0,2289656.0,14.9,6.4,28073.0,179285.6
361,Ireland,2014,4657740.0,2353144.0,2304596.0,14.4,6.3,39775.0,195469.9
362,Ireland,2015,4701957.0,2375715.0,2326242.0,13.9,6.4,48659.0,263506.8
363,Ireland,2016,4755335.0,2401805.0,2353530.0,13.4,6.4,58097.0,269724.8
364,Ireland,2017,4807388.0,2427317.0,2380071.0,12.9,6.3,46009.0,298528.3
365,Ireland,2018,4867316.0,2456764.0,2410552.0,12.5,6.4,73848.0,327441.4
366,Ireland,2019,4934340.0,2491071.0,2443269.0,12.0,6.3,60200.0,356357.4
367,Ireland,2020,4985382.0,2517652.0,2467730.0,11.2,6.5,41884.0,375249.6
368,Ireland,2021,5033164.0,2542409.0,2490755.0,12.0,6.8,53680.0,434069.7
369,Ireland,2022,5127170.0,,,11.2,6.9,134332.0,506282.4
370,Italy,2001,56974100.0,29393412.0,27580688.0,9.4,9.6,26815.0,1304136.8
371,Italy,2002,57059007.0,29437157.0,27621850.0,9.4,9.8,142999.0,1350258.9
372,Italy,2003,57313203.0,29561078.0,27752125.0,9.5,10.2,365394.0,1394693.2
373,Italy,2004,57685327.0,29740421.0,27944906.0,9.8,9.5,378853.0,1452319.0
374,Italy,2005,57969484.0,29878090.0,28091394.0,9.6,9.8,189461.0,1493635.3
375,Italy,2006,58143979.0,29968574.0,28175406.0,9.6,9.6,159530.0,1552686.8
376,Italy,2007,58438310.0,30126572.0,28311738.0,9.7,9.8,429131.0,1614839.8
377,Italy,2008,58826731.0,30336106.0,28490625.0,9.8,9.9,347711.0,1637699.4
378,Italy,2009,59095365.0,30485669.0,28609696.0,9.6,10.0,189557.0,1577255.9
379,Italy,2010,59277417.0,30595096.0,28682321.0,9.5,9.9,174547.0,1611279.4
380,Italy,2011,59379449.0,30658521.0,28720928.0,9.2,10.0,29517.0,1648755.8
381,Italy,2012,59539717.0,30731619.0,28808098.0,9.0,10.3,291020.0,1624358.7
382,Italy,2013,60233948.0,31046867.0,29187081.0,8.5,10.0,1097441.0,1612751.3
383,Italy,2014,60789140.0,31296063.0,29493077.0,8.3,9.8,12944.0,1627405.6
384,Italy,2015,60730582.0,31251626.0,29478956.0,8.0,10.7,-130061.0,1655355.0
385,Italy,2016,60627498.0,31176467.0,29451031.0,7.8,10.1,-76106.0,1695786.8
386,Italy,2017,60536709.0,31100035.0,29436674.0,7.6,10.7,-105472.0,1736592.8
387,Italy,2018,60421760.0,30870922.0,29279401.0,7.3,10.5,-124427.0,1771391.2
388,Italy,2019,59729081.0,30638435.0,29090646.0,7.0,10.6,-175185.0,1796648.5
389,Italy,2020,59438851.0,30480690.0,28958161.0,6.8,12.5,-405275.0,1661019.9
390,Italy,2021,59133173.0,30290582.0,28842591.0,6.8,11.9,-206080.0,1787675.4
391,Italy,2022,58940425.0,,,6.7,12.1,-179416.0,1909153.6
392,Latvia,2001,2337170.0,1262564.0,1074606.0,8.4,14.1,-32428.0,9374.4
393,Latvia,2002,2310173.0,1249636.0,1060538.0,8.7,14.1,-21566.0,10168.7
394,Latvia,2003,2287955.0,1238309.0,1049646.0,9.2,14.2,-22870.0,10499.6
395,Latvia,2004,2263122.0,1224835.0,1038287.0,9.1,14.2,-26796.0,11724.0
396,Latvia,2005,2238799.0,1211716.0,1027084.0,9.8,14.6,-21850.0,13791.9
397,Latvia,2006,2218357.0,1200433.0,1017925.0,10.3,14.9,-19034.0,17363.1
398,Latvia,2007,2200325.0,1189909.0,1010416.0,10.9,15.0,-17030.0,22791.5
399,Latvia,2008,2177322.0,1177478.0,999845.0,11.2,14.2,-28976.0,24531.5
400,Latvia,2009,2141669.0,1159880.0,981790.0,10.3,14.0,-42330.0,18922.0
401,Latvia,2010,2097555.0,1138120.0,959435.0,9.4,14.3,-45899.0,17937.5
402,Latvia,2011,2059709.0,1118334.0,941376.0,9.1,13.9,-29792.0,19666.0
403,Latvia,2012,2034319.0,1103623.0,930696.0,9.8,14.3,-20988.0,22097.5
404,Latvia,2013,2012647.0,1090834.0,921813.0,10.2,14.3,-22357.0,22791.3
405,Latvia,2014,1993782.0,1079656.0,914126.0,10.9,14.3,-15372.0,23625.8
406,Latvia,2015,1977527.0,1069774.0,907753.0,11.1,14.4,-17139.0,24572.1
407,Latvia,2016,1959537.0,1059546.0,899991.0,11.2,14.6,-18841.0,25371.3
408,Latvia,2017,1942248.0,1049586.0,892662.0,10.7,14.8,-15737.0,26984.4
409,Latvia,2018,1927174.0,1039899.0,887275.0,10.0,15.0,-14411.0,29153.6
410,Latvia,2019,1913822.0,1030889.0,882933.0,9.8,14.5,-12293.0,30678.6
411,Latvia,2020,1900449.0,1022359.0,878091.0,9.2,15.2,-14452.0,30265.1
412,Latvia,2021,1884490.0,1012349.0,872141.0,9.2,18.4,-17466.0,33616.5
413,Latvia,2022,1879383.0,,,8.5,16.4,7251.0,39062.5
414,Liechtenstein,2001,33194.0,16957.0,16238.0,12.1,6.6,662.0,
415,Liechtenstein,2002,33694.0,17160.0,16534.0,11.7,6.4,338.0,
416,Liechtenstein,2003,34079.0,17323.0,16756.0,10.2,6.4,431.0,
417,Liechtenstein,2004,34447.0,17482.0,16966.0,10.8,5.7,306.0,
418,Liechtenstein,2005,34753.0,17626.0,17127.0,11.0,6.2,305.0,
419,Liechtenstein,2006,35037.0,17763.0,17274.0,10.3,6.3,263.0,
420,Liechtenstein,2007,35262.0,17867.0,17396.0,10.0,6.4,188.0,
421,Liechtenstein,2008,35473.0,17953.0,17520.0,9.9,5.8,233.0,
422,Liechtenstein,2009,35742.0,18062.0,17680.0,11.4,6.4,305.0,
423,Liechtenstein,2010,36022.0,18194.0,17828.0,9.1,6.6,255.0,
424,Liechtenstein,2011,36312.0,18348.0,17964.0,10.9,6.8,326.0,
425,Liechtenstein,2012,36657.0,18512.0,18145.0,9.7,6.1,363.0,
426,Liechtenstein,2013,36984.0,18660.0,18324.0,9.2,6.7,291.0,4812.4
427,Liechtenstein,2014,37248.0,18771.0,18477.0,10.0,7.2,237.0,5021.7
428,Liechtenstein,2015,37494.0,18888.0,18607.0,8.7,6.7,256.0,5649.1
429,Liechtenstein,2016,37716.0,19013.0,18703.0,10.0,7.2,188.0,5637.7
430,Liechtenstein,2017,37962.0,19144.0,18818.0,8.9,6.6,304.0,5734.6
431,Liechtenstein,2018,38246.0,19289.0,18958.0,9.9,7.2,264.0,5666.3
432,Liechtenstein,2019,38563.0,19443.0,19120.0,9.2,6.8,369.0,5750.1
433,Liechtenstein,2020,38901.0,19610.0,19292.0,9.1,8.2,308.0,5617.9
434,Liechtenstein,2021,39182.0,19750.0,19432.0,9.6,6.9,253.0,6075.3
435,Liechtenstein,2022,39494.0,,,9.2,7.1,371.0,
436,Lithuania,2001,3470818.0,1848576.0,1622242.0,9.0,11.6,-32361.0,13664.6
437,Lithuania,2002,3443067.0,1835741.0,1607326.0,8.6,11.9,-23140.0,15153.3
438,Lithuania,2003,3415213.0,1822655.0,1592558.0,8.8,12.0,-32568.0,16650.2
439,Lithuania,2004,3377075.0,1803934.0,1573141.0,8.8,12.2,-43709.0,18219.4
440,Lithuania,2005,3322528.0,1777164.0,1545364.0,8.9,13.2,-65385.0,20979.9
441,Lithuania,2006,3269909.0,1752281.0,1517629.0,9.1,13.7,-39852.0,24053.3
442,Lithuania,2007,3231294.0,1615990.0,1615304.0,9.3,14.1,-37378.0,29011.2
443,Lithuania,2008,3198231.0,1717845.0,1480386.0,9.9,13.7,-28749.0,32660.1
444,Lithuania,2009,3162916.0,1701141.0,1461776.0,10.2,13.3,-41880.0,26897.0
445,Lithuania,2010,3097282.0,1668571.0,1428711.0,9.9,13.6,-89388.0,28033.8
446,Lithuania,2011,3028115.0,1632748.0,1395367.0,10.0,13.6,-48947.0,31317.2
447,Lithuania,2012,2987773.0,1611572.0,1376201.0,10.2,13.7,-31736.0,33410.2
448,Lithuania,2013,2957689.0,1595246.0,1362443.0,10.1,14.0,-28433.0,35039.5
449,Lithuania,2014,2932367.0,1581241.0,1351126.0,10.4,13.7,-22210.0,36581.3
450,Lithuania,2015,2904910.0,1566978.0,1337932.0,10.8,14.4,-32704.0,37345.7
451,Lithuania,2016,2868231.0,1547335.0,1320897.0,10.7,14.3,-40654.0,38889.9
452,Lithuania,2017,2828403.0,1523663.0,1304740.0,10.1,14.2,-39003.0,42276.3
453,Lithuania,2018,2801543.0,1505101.0,1296442.0,10.0,14.1,-14717.0,45515.2
454,Lithuania,2019,2794137.0,1494165.0,1299973.0,9.8,13.7,-94.0,48916.4
455,Lithuania,2020,2794885.0,1485909.0,1308976.0,9.0,15.6,1590.0,49829.3
456,Lithuania,2021,2800839.0,1490741.0,1310099.0,8.3,17.0,10318.0,56153.5
457,Lithuania,2022,2831639.0,,,7.8,15.1,51281.0,66791.1
458,Luxembourg,2001,441525.0,223963.0,217562.0,12.4,8.4,5050.0,23879.9
459,Luxembourg,2002,446175.0,226259.0,219917.0,12.0,8.4,4250.0,25011.1
460,Luxembourg,2003,451630.0,228772.0,222859.0,11.7,9.0,6660.0,26227.3
461,Luxembourg,2004,458095.0,231663.0,226432.0,11.9,7.8,6270.0,28189.4
462,Luxembourg,2005,465158.0,235030.0,230128.0,11.5,7.8,7856.0,30281.0
463,Luxembourg,2006,472637.0,238691.0,233946.0,11.7,8.0,7101.0,34175.0
464,Luxembourg,2007,479993.0,242294.0,237700.0,11.4,8.1,7612.0,37641.9
465,Luxembourg,2008,488650.0,246429.0,242221.0,11.5,7.4,9701.0,40009.6
466,Luxembourg,2009,497783.0,250663.0,247121.0,11.3,7.3,8566.0,39050.7
467,Luxembourg,2010,506953.0,254941.0,252013.0,11.6,7.4,9774.0,42402.7
468,Luxembourg,2011,518347.0,260127.0,258220.0,10.9,7.4,12824.0,44323.5
469,Luxembourg,2012,530946.0,265830.0,265116.0,11.3,7.3,12186.0,46526.2
470,Luxembourg,2013,543360.0,271595.0,271765.0,11.3,7.0,12641.0,49094.5
471,Luxembourg,2014,556319.0,277775.0,278545.0,10.9,6.9,13278.0,51791.3
472,Luxembourg,2015,569604.0,284021.0,285583.0,10.7,7.0,13291.0,54142.3
473,Luxembourg,2016,582014.0,289760.0,292254.0,10.4,6.8,11529.0,56208.1
474,Luxembourg,2017,596336.0,296726.0,299611.0,10.4,7.1,11338.0,58168.8
475,Luxembourg,2018,607950.0,302300.0,305650.0,10.3,7.1,11889.0,60121.2
476,Luxembourg,2019,620001.0,308159.0,311842.0,10.0,6.9,12214.0,62373.6
477,Luxembourg,2020,630419.0,313209.0,317210.0,10.2,7.3,8622.0,64781.0
478,Luxembourg,2021,640064.0,317804.0,322260.0,10.5,7.0,10667.0,72295.0
479,Luxembourg,2022,653103.0,,,9.9,6.8,15412.0,78130.1
480,Malta,2001,393028.0,198502.0,194526.0,10.1,7.4,3226.0,4565.5
481,Malta,2002,395969.0,199869.0,196100.0,9.9,7.6,2655.0,4740.9
482,Malta,2003,398582.0,201114.0,197468.0,10.2,7.9,2571.0,4823.5
483,Malta,2004,401268.0,202428.0,198840.0,9.7,7.5,2801.0,4910.4
484,Malta,2005,403834.0,203625.0,200209.0,9.6,7.8,2331.0,5152.1
485,Malta,2006,405308.0,204129.0,201179.0,9.3,7.9,617.0,5403.0
486,Malta,2007,406724.0,204598.0,202127.0,9.3,7.6,2216.0,5790.3
487,Malta,2008,409379.0,205709.0,203671.0,9.8,7.9,3094.0,6206.0
488,Malta,2009,412477.0,207072.0,205405.0,9.8,7.8,3101.0,6259.6
489,Malta,2010,414508.0,208204.0,206304.0,9.4,7.3,962.0,6815.8
490,Malta,2011,416268.0,209218.0,207050.0,10.0,7.8,2557.0,6924.6
491,Malta,2012,420028.0,210989.0,209039.0,9.8,8.1,4963.0,7364.5
492,Malta,2013,425967.0,213509.0,212458.0,9.5,7.6,6915.0,7944.3
493,Malta,2014,434558.0,217047.0,217511.0,9.6,7.5,10267.0,8751.1
494,Malta,2015,445053.0,221611.0,223442.0,9.7,7.7,10724.0,9996.7
495,Malta,2016,455356.0,226327.0,229030.0,9.8,7.3,9882.0,10541.1
496,Malta,2017,467999.0,231868.0,236131.0,9.2,7.6,15404.0,11936.6
497,Malta,2018,484630.0,238413.0,246218.0,9.2,7.6,17858.0,12977.2
498,Malta,2019,504062.0,245263.0,258799.0,8.6,7.3,21005.0,14186.4
499,Malta,2020,515332.0,248982.0,266351.0,8.6,7.9,1536.0,13180.9
500,Malta,2021,518536.0,250033.0,268503.0,8.5,8.0,4871.0,15011.5
501,Malta,2022,531113.0,,,8.1,8.0,21877.0,16922.6
502,Moldova,2001,3631462.0,1892381.0,1739082.0,10.0,11.0,-7300.0,
503,Moldova,2002,3623062.0,1887633.0,1735430.0,9.9,11.6,-9500.0,
504,Moldova,2003,3612874.0,1882013.0,1730861.0,10.1,11.9,-10877.0,
505,Moldova,2004,3603936.0,1877308.0,1726628.0,10.6,11.6,-6999.0,
506,Moldova,2005,3595186.0,1873082.0,1722105.0,10.5,12.4,-10500.0,
507,Moldova,2006,3585523.0,1865324.0,1720199.0,10.5,12.0,-8826.0,
508,Moldova,2007,3576907.0,1857662.0,1719245.0,10.6,12.0,-8407.0,
509,Moldova,2008,3570108.0,1853913.0,1716195.0,10.9,11.7,-5191.0,
510,Moldova,2009,3565604.0,1851395.0,1714209.0,11.4,11.8,-3817.0,
511,Moldova,2010,3562063.0,1849266.0,1712797.0,11.4,12.2,-3265.0,
512,Moldova,2011,3559986.0,1848070.0,1711916.0,11.0,11.0,-889.0,
513,Moldova,2012,3559519.0,1847484.0,1712036.0,11.1,11.1,-44.0,
514,Moldova,2013,3558566.0,,,10.6,10.7,-1863.0,
515,Moldova,2014,2856950.0,,,14.3,13.8,-24553.0,
516,Moldova,2015,2834530.0,,,14.4,14.1,-20286.0,
517,Moldova,2016,2802170.0,,,14.3,13.7,-44435.0,
518,Moldova,2017,2755158.0,,,13.3,13.4,-49588.0,
519,Moldova,2018,2708214.0,,,12.8,13.8,-44300.0,
520,Moldova,2019,2663251.0,,,12.0,13.7,-45626.0,
521,Moldova,2020,2618773.0,,,11.7,15.5,-43331.0,
522,Moldova,2022,2558244.0,,,10.5,14.1,-90971.0,
523,Monaco,2004,32957.0,16988.0,15969.0,25.0,15.9,257.0,
524,Monaco,2005,,,,,,,
525,Monaco,2015,37950.0,,,8.1,7.6,500.0,
526,Monaco,2016,37875.0,,,7.8,7.9,-650.0,
527,Monaco,2018,38300.0,,,5.9,6.6,0.0,
528,Montenegro,2001,607224.0,308167.0,299057.0,14.6,8.9,2472.0,
529,Montenegro,2002,609485.0,309313.0,300173.0,13.9,9.0,2050.0,
530,Montenegro,2003,611362.0,310420.0,300942.0,13.6,9.3,1704.0,
531,Montenegro,2004,612817.0,311327.0,301491.0,12.8,9.3,1206.0,
532,Montenegro,2005,613265.0,311312.0,301953.0,12.0,9.5,-311.0,
533,Montenegro,2006,613867.0,311523.0,302344.0,12.3,9.7,1515.0,2169.6
534,Montenegro,2007,615084.0,312205.0,302879.0,12.7,9.7,919.0,2689.1
535,Montenegro,2008,616350.0,312710.0,303641.0,13.4,9.3,1614.0,3103.3
536,Montenegro,2009,618079.0,313427.0,304653.0,14.0,9.5,1844.0,2993.9
537,Montenegro,2010,619426.0,313752.0,305674.0,12.0,9.1,849.0,3125.1
538,Montenegro,2011,620079.0,313837.0,306242.0,11.6,9.4,458.0,3264.8
539,Montenegro,2012,620601.0,314021.0,306580.0,12.0,9.5,585.0,3181.5
540,Montenegro,2013,621207.0,314229.0,306978.0,12.0,9.5,628.0,3362.5
541,Montenegro,2014,621810.0,314472.0,307339.0,12.1,9.7,578.0,3457.9
542,Montenegro,2015,622159.0,314531.0,307628.0,11.9,10.2,119.0,3654.5
543,Montenegro,2016,622303.0,314560.0,307743.0,12.2,10.4,169.0,3954.2
544,Montenegro,2017,622373.0,314627.0,307747.0,11.9,10.5,-28.0,4299.1
545,Montenegro,2018,622271.0,314544.0,307727.0,11.7,10.5,-177.0,4663.1
546,Montenegro,2019,622028.0,314394.0,307634.0,11.6,10.6,-309.0,4950.7
547,Montenegro,2020,621306.0,314097.0,307210.0,11.4,11.7,-1134.0,4185.6
548,Montenegro,2021,619211.0,313192.0,306019.0,11.4,14.8,-3056.0,4955.1
549,Montenegro,2022,617189.0,,,11.4,11.5,-988.0,5796.8
550,Netherlands,2001,16046180.0,8105269.0,7940911.0,12.6,8.7,118210.0,481881.0
551,Netherlands,2002,16148929.0,8155210.0,7993719.0,12.5,8.8,87287.0,501137.0
552,Netherlands,2003,16225302.0,8194610.0,8030693.0,12.3,8.7,65460.0,512810.0
553,Netherlands,2004,16281779.0,8225833.0,8055947.0,11.9,8.4,47494.0,529286.0
554,Netherlands,2005,16319868.0,8248175.0,8071693.0,11.5,8.4,28684.0,550883.0
555,Netherlands,2006,16346101.0,8263141.0,8082961.0,11.3,8.3,23782.0,584546.0
556,Netherlands,2007,16381696.0,8281402.0,8100294.0,11.1,8.1,47407.0,619170.0
557,Netherlands,2008,16445593.0,8311359.0,8134235.0,11.2,8.2,80388.0,647198.0
558,Netherlands,2009,16530388.0,8350452.0,8179936.0,11.2,8.1,89202.0,624842.0
559,Netherlands,2010,16615394.0,8391915.0,8223479.0,11.1,8.2,80810.0,639187.0
560,Netherlands,2011,16693074.0,8429897.0,8263177.0,10.8,8.1,74549.0,650359.0
561,Netherlands,2012,16754962.0,8459857.0,8295105.0,10.5,8.4,49227.0,652966.0
562,Netherlands,2013,16804432.0,8483570.0,8320862.0,10.2,8.4,49714.0,660463.0
563,Netherlands,2014,16865008.0,8511386.0,8353622.0,10.4,8.3,71437.0,671560.0
564,Netherlands,2015,16939923.0,8544927.0,8394997.0,10.1,8.7,78394.0,690008.0
565,Netherlands,2016,17030314.0,8584195.0,8446119.0,10.1,8.7,102387.0,708337.0
566,Netherlands,2017,17131296.0,8630224.0,8501072.0,9.9,8.8,99577.0,738146.0
567,Netherlands,2018,17231624.0,8677560.0,8554064.0,9.8,8.9,101079.0,773987.0
568,Netherlands,2019,17344874.0,8730316.0,8614559.0,9.8,8.8,125422.0,813055.0
569,Netherlands,2020,17441500.0,8774217.0,8667284.0,9.7,9.7,67830.0,796530.0
570,Netherlands,2021,17533044.0,8817042.0,8716002.0,10.2,9.8,115257.0,870587.0
571,Netherlands,2022,17700982.0,,,9.5,9.6,220619.0,958549.0
572,North Macedonia,2001,2034882.0,1016955.0,1017927.0,13.3,8.3,7539.0,4143.5
573,North Macedonia,2002,2031153.0,1013401.0,1017752.0,13.7,8.8,-14997.0,4240.5
